data,casa,placar,foracasa,fase
1997-08-09,Cruzeiro,4-3,Criciúma,1F
1997-08-09,Corinthians,1-2,Atlético Paranaense,1F
1997-08-13,Juventude,1-0,Vitória,1F
1997-08-13,Atlético Mineiro,1-1,Sport,1F
1997-08-13,Criciúma,1-0,Paraná,1F
1997-08-13,Santos,3-1,Vasco,1F
1997-08-13,Atlético Paranaense,1-1,São Paulo,1F
1997-08-13,Coritiba,4-2,Bragantino,1F
1997-08-13,Grêmio,2-5,Internacional,1F
1997-08-13,Bahia,3-3,Fluminense,1F
1997-08-27,Internacional,1-1,Atlético Mineiro,1F
1997-08-27,Vitória,1-1,Grêmio,1F
1997-08-27,Flamengo,0-0,Botafogo,1F
1997-08-27,Fluminense,1-0,Santos,1F
1997-08-27,Paraná,0-0,Fluminense,1F
1997-08-27,Sport,2-3,Vasco,1F
1997-08-27,Cruzeiro,3-1,Bahia,1F
1997-08-27,Bragantino,3-2,Atlético Paranaense,1F
1997-08-27,Paraná,1-2,Juventude,1F
1997-08-27,Corinthians,0-1,São Paulo,1F
1997-08-27,Portuguesa,5-0,Guarani,1F
1997-08-27,América-RN,1-0,Goiás,1F
1997-08-27,União São João,0-1,Coritiba,1F
1997-08-27,Botafogo,1-1,Guarani,1F
1997-08-27,Palmeiras,0-1,Criciúma,1F
1997-09-03,Flamengo,4-2,América-RN,1F
1997-09-03,Vitória,4-2,Vasco,1F
1997-09-03,Portuguesa,2-1,Corinthians,1F
1997-09-03,Cruzeiro,4-0,Paraná,1F
1997-09-03,Atlético Paranaense,3-1,Juventude,1F
1997-09-03,Guarani,1-3,Atlético Mineiro,1F
1997-09-03,Santos,2-1,São Paulo,1F
1997-09-03,Vasco,2-1,Internacional,1F
1997-09-03,Santos,2-1,Coritiba,1F
1997-09-03,Criciúma,1-1,Juventude,1F
1997-09-03,Grêmio,2-2,Bahia,1F
1997-09-03,Bragantino,2-1,Palmeiras,1F
1997-09-03,Criciúma,2-0,Sport,1F
1997-09-03,Internacional,0-1,Juventude,1F
1997-09-03,Coritiba,3-3,Grêmio,1F
1997-09-03,Bahia,2-1,Paraná,1F
1997-09-03,América-RN,2-1,Cruzeiro,1F
1997-09-03,Corinthians,3-1,Vitória,1F
1997-09-03,São Paulo,2-2,Botafogo,1F
1997-09-03,Bragantino,1-3,Botafogo,1F
1997-09-03,Atlético Mineiro,2-1,Santos,1F
1997-09-03,Guarani,1-1,Flamengo,1F
1997-09-03,Sport,2-0,Internacional,1F
1997-09-03,Fluminense,0-3,Sport,1F
1997-09-03,Palmeiras,5-0,Santos,1F
1997-09-03,São Paulo,3-1,Vitória,1F
1997-09-03,Botafogo,1-3,Bahia,1F
1997-09-03,Coritiba,3-2,Criciúma,1F
1997-09-03,América-RN,2-0,Atlético Paranaense,1F
1997-09-03,Goiás,2-1,Guarani,1F
1997-09-03,Juventude,0-0,Cruzeiro,1F
1997-09-03,Flamengo,0-0,Bragantino,1F
1997-09-03,Internacional,3-1,Goiás,1F
1997-09-03,Atlético Mineiro,1-1,Portuguesa,1F
1997-09-03,Paraná,0-0,América-RN,1F
1997-09-03,Cruzeiro,0-1,União São João,1F
1997-09-03,Vitória,2-0,Bragantino,1F
1997-09-03,Goiás,3-2,Criciúma,1F
1997-09-03,Grêmio,3-1,Atlético Paranaense,1F
1997-09-03,Goiás,1-0,Coritiba,1F
1997-09-03,Atlético Mineiro,1-0,Fluminense,1F
1997-09-03,Palmeiras,1-1,Bahia,1F
1997-09-03,Sport,1-2,Portuguesa,1F
1997-09-03,Vasco,4-1,Paraná,1F
1997-09-03,União São João,0-0,Palmeiras,1F
1997-09-03,União São João,0-1,Portuguesa,1F
1997-09-03,Bahia,1-2,Corinthians,1F
1997-09-03,Flamengo,2-0,Cruzeiro,1F
1997-09-03,Atlético Mineiro,2-1,Bragantino,1F
1997-09-03,Grêmio,3-1,Vasco,1F
1997-09-03,Portuguesa,2-1,São Paulo,1F
1997-09-03,Botafogo,0-2,Internacional,1F
1997-09-03,Guarani,3-3,Vitória,1F
1997-09-03,Atlético Paranaense,0-0,Fluminense,1F
1997-09-03,Sport,1-0,Goiás,1F
1997-09-03,Fluminense,1-2,Flamengo,1F
1997-09-03,São Paulo,0-2,Palmeiras,1F
1997-09-03,Santos,2-0,Criciúma,1F
1997-09-03,Paraná,1-1,Coritiba,1F
1997-09-03,Juventude,3-1,América-RN,1F
1997-09-11,Vasco,6-0,União São João,1F
1997-09-20,Grêmio,2-0,Corinthians,1F
1997-09-23,Juventude,0-1,Flamengo,1F
1997-09-23,Vasco,2-1,Palmeiras,1F
1997-09-23,Botafogo,1-0,Sport,1F
1997-09-23,Atlético Paranaense,2-0,Portuguesa,1F
1997-09-23,Bahia,3-1,Goiás,1F
1997-09-23,Criciúma,0-1,Internacional,1F
1997-09-23,Grêmio,0-0,Cruzeiro,1F
1997-09-23,Goiás,1-2,Vitória,1F
1997-09-23,Bahia,4-2,União São João,1F
1997-09-23,Corinthians,2-2,Palmeiras,1F
1997-09-23,Fluminense,2-4,América-RN,1F
1997-09-23,Bragantino,1-1,Grêmio,1F
1997-09-23,Atlético Paranaense,0-0,Flamengo,1F
1997-09-23,Criciúma,1-1,Atlético Mineiro,1F
1997-09-23,Paraná,0-0,Internacional,1F
1997-09-23,Sport,4-1,Cruzeiro,1F
1997-09-23,Grêmio,1-1,Botafogo,1F
1997-09-23,Bahia,0-2,Atlético Mineiro,1F
1997-09-23,São Paulo,4-2,Sport,1F
1997-09-23,União São João,2-2,Vitória,1F
1997-09-23,Portuguesa,1-1,Santos,1F
1997-09-23,Vasco,2-1,Atlético Paranaense,1F
1997-09-23,Fluminense,2-0,Criciúma,1F
1997-09-23,Juventude,2-1,Bragantino,1F
1997-09-23,Portuguesa,1-2,Vasco,1F
1997-09-23,América-RN,1-1,Corinthians,1F
1997-09-23,Corinthians,2-0,Bragantino,1F
1997-09-23,Guarani,0-0,São Paulo,1F
1997-09-23,Santos,3-1,União São João,1F
1997-09-23,Atlético Mineiro,3-1,Coritiba,1F
1997-09-23,Paraná,1-2,Flamengo,1F
1997-09-23,Cruzeiro,4-0,Goiás,1F
1997-09-23,Vitória,1-1,América-RN,1F
1997-09-23,Guarani,1-1,Internacional,1F
1997-09-23,Coritiba,0-0,Cruzeiro,1F
1997-09-23,Botafogo,1-0,Corinthians,1F
1997-09-23,União São João,1-1,Fluminense,1F
1997-09-23,Coritiba,3-1,Guarani,1F
1997-09-23,Santos,1-2,Botafogo,1F
1997-09-27,São Paulo,0-0,Juventude,1F
1997-10-07,Flamengo,3-2,Grêmio,1F
1997-10-07,Atlético Mineiro,2-1,Grêmio,1F
1997-10-07,Sport,1-2,Juventude,1F
1997-10-07,Bragantino,0-0,Cruzeiro,1F
1997-10-07,União São João,0-2,Goiás,1F
1997-10-07,Internacional,1-0,América-RN,1F
1997-10-07,Criciúma,2-0,Bahia,1F
1997-10-07,Corinthians,0-1,Paraná,1F
1997-10-07,Flamengo,1-0,São Paulo,1F
1997-10-07,Cruzeiro,0-0,Vasco,1F
1997-10-07,Coritiba,1-1,Palmeiras,1F
1997-10-07,Coritiba,1-3,Vasco,1F
1997-10-07,Palmeiras,0-0,Portuguesa,1F
1997-10-07,Botafogo,2-1,Fluminense,1F
1997-10-07,Santos,3-2,Guarani,1F
1997-10-07,Vitória,3-1,Atlético Paranaense,1F
1997-10-14,Cruzeiro,1-0,Corinthians,1F
1997-10-14,Atlético Paranaense,1-1,Santos,1F
1997-10-14,Guarani,1-1,Sport,1F
1997-10-14,Vasco,1-0,Botafogo,1F
1997-10-14,União São João,3-5,Atlético Mineiro,1F
1997-10-14,Paraná,1-2,Vitória,1F
1997-10-14,Grêmio,1-0,Criciúma,1F
1997-10-14,Goiás,2-2,Fluminense,1F
1997-10-14,São Paulo,0-0,Coritiba,1F
1997-10-14,América-RN,3-2,Bragantino,1F
1997-10-14,Santos,1-0,Corinthians,1F
1997-10-14,Juventude,0-0,Portuguesa,1F
1997-10-18,Flamengo,0-0,Palmeiras,1F
1997-10-21,Internacional,4-0,Flamengo,1F
1997-10-21,Santos,3-1,Bahia,1F
1997-10-21,Bahia,1-4,Internacional,1F
1997-10-21,Palmeiras,3-1,Atlético Paranaense,1F
1997-10-21,Portuguesa,3-2,Cruzeiro,1F
1997-10-21,Fluminense,1-0,Corinthians,1F
1997-10-21,Portuguesa,1-2,Goiás,1F
1997-10-21,Palmeiras,5-1,Grêmio,1F
1997-10-21,Vitória,1-1,Cruzeiro,1F
1997-10-21,Atlético Mineiro,3-2,América-RN,1F
1997-10-21,Coritiba,0-2,Atlético Paranaense,1F
1997-10-21,Guarani,0-0,Juventude,1F
1997-10-21,São Paulo,7-1,União São João,1F
1997-10-21,Sport,2-1,Bragantino,1F
1997-10-21,Criciúma,3-4,Vasco,1F
1997-10-21,Botafogo,0-0,Paraná,1F
1997-10-30,Juventude,1-1,Fluminense,1F
1997-10-30,Palmeiras,3-3,Goiás,1F
1997-10-30,Vitória,2-0,Santos,1F
1997-10-30,Cruzeiro,2-3,Botafogo,1F
1997-10-30,Corinthians,0-1,Sport,1F
1997-10-30,Flamengo,1-0,Coritiba,1F
1997-10-30,Vasco,3-1,Bahia,1F
1997-10-30,Grêmio,1-4,Guarani,1F
1997-10-30,Bragantino,1-0,União São João,1F
1997-10-30,América-RN,1-3,São Paulo,1F
1997-10-30,Portuguesa,2-2,Criciúma,1F
1997-10-30,Paraná,1-0,Atlético Mineiro,1F
1997-10-30,Flamengo,1-0,Vitória,1F
1997-10-30,Atlético Paranaense,2-1,Internacional,1F
1997-11-03,Vasco,2-0,Atlético Mineiro,1F
1997-11-05,Fluminense,0-2,Grêmio,1F
1997-11-05,São Paulo,4-4,Paraná,1F
1997-11-05,Goiás,0-2,Corinthians,1F
1997-11-05,Botafogo,3-3,Portuguesa,1F
1997-11-05,Guarani,3-2,Vasco,1F
1997-11-05,Corinthians,1-0,Flamengo,1F
1997-11-05,Santos,2-0,América-RN,1F
1997-11-05,Santos,2-2,Cruzeiro,1F
1997-11-05,União São João,0-1,Guarani,1F
1997-11-05,Bahia,0-0,Juventude,1F
1997-11-05,Flamengo,0-0,União São João,1F
1997-11-05,Sport,1-1,Palmeiras,1F
1997-11-05,Criciúma,1-1,Atlético Paranaense,1F
1997-11-05,Coritiba,2-0,América-RN,1F
1997-11-08,Internacional,7-0,Bragantino,1F
1997-11-08,Atlético Mineiro,3-2,Vitória,1F
1997-11-15,Juventude,0-3,Vasco,Grp.A
1997-11-15,Flamengo,1-0,Portuguesa,Grp.A
1997-11-15,Palmeiras,1-0,Internacional,Grp.B
1997-11-15,Atlético Mineiro,2-0,Santos,Grp.B
1997-11-22,Internacional,2-0,Atlético Mineiro,Grp.B
1997-11-23,Santos,3-3,Palmeiras,Grp.B
1997-11-23,Portuguesa,2-0,Juventude,Grp.A
1997-11-23,Vasco,1-1,Flamengo,Grp.A
1997-11-26,Vasco,2-1,Portuguesa,Grp.A
1997-11-26,Santos,4-0,Internacional,Grp.B
1997-11-26,Juventude,3-2,Flamengo,Grp.A
1997-11-26,Atlético Mineiro,0-1,Palmeiras,Grp.B
1997-11-29,Internacional,4-1,Santos,Grp.B
1997-11-29,Portuguesa,1-3,Vasco,Grp.A
1997-11-29,Flamengo,2-0,Juventude,Grp.A
1997-11-30,Palmeiras,3-1,Atlético Mineiro,Grp.B
1997-12-03,Palmeiras,1-0,Santos,Grp.B
1997-12-03,Flamengo,1-4,Vasco,Grp.A
1997-12-03,Atlético Mineiro,3-2,Internacional,Grp.B
1997-12-03,Juventude,2-1,Portuguesa,Grp.A
1997-12-06,Vasco,1-1,Juventude,Grp.A
1997-12-06,Portuguesa,0-0,Flamengo,Grp.A
1997-12-06,Internacional,0-1,Palmeiras,Grp.B
1997-12-06,Santos,1-0,Atlético Mineiro,Grp.B
1997-12-14,Palmeiras,0-0,Vasco,F
1996-08-08,Botafogo,1-0,Grêmio,1F
1996-08-08,Guarani,1-0,Cruzeiro,1F
1996-08-08,São Paulo,4-1,Flamengo,1F
1996-08-08,Bahia,0-0,Palmeiras,1F
1996-08-08,Criciúma,1-1,Vitória,1F
1996-08-08,Internacional,4-1,Vasco,1F
1996-08-08,Coritiba,2-0,Juventude,1F
1996-08-08,Goiás,3-1,Atlético Paranaense,1F
1996-08-08,Fluminense,1-0,Bragantino,1F
1996-08-08,Sport,0-1,Paraná,1F
1996-08-11,Atlético Mineiro,1-0,Corinthians,1F
1996-08-14,Corinthians,0-0,Criciúma,1F
1996-08-14,Paraná,0-0,Goiás,1F
1996-08-14,Vitória,1-0,Coritiba,1F
1996-08-14,Palmeiras,0-0,Internacional,1F
1996-08-14,Cruzeiro,2-0,Fluminense,1F
1996-08-14,São Paulo,2-1,Portuguesa,1F
1996-08-14,Vasco,1-2,Sport,1F
1996-08-14,Atlético Paranaense,1-0,Botafogo,1F
1996-08-14,Grêmio,3-0,Santos,1F
1996-08-14,Flamengo,2-1,Atlético Mineiro,1F
1996-08-14,Bragantino,0-0,Guarani,1F
1996-08-14,Juventude,1-0,Bahia,1F
1996-08-17,Corinthians,0-2,Portuguesa,1F
1996-08-17,Goiás,1-2,Vasco,1F
1996-08-17,Fluminense,1-1,Botafogo,1F
1996-08-17,Vitória,0-1,Flamengo,1F
1996-08-17,São Paulo,5-2,Bahia,1F
1996-08-17,Atlético Paranaense,3-1,Bragantino,1F
1996-08-17,Juventude,1-1,Sport,1F
1996-08-17,Criciúma,1-3,Grêmio,1F
1996-08-17,Internacional,0-0,Cruzeiro,1F
1996-08-17,Atlético Mineiro,3-1,Paraná,1F
1996-08-17,Guarani,1-1,Santos,1F
1996-08-17,Palmeiras,5-0,Coritiba,1F
1996-08-20,Corinthians,1-0,Guarani,1F
1996-08-20,Portuguesa,2-0,Paraná,1F
1996-08-20,Flamengo,0-1,Juventude,1F
1996-08-20,Palmeiras,3-1,Vasco,1F
1996-08-20,Grêmio,6-1,Bragantino,1F
1996-08-20,Internacional,3-1,Criciúma,1F
1996-08-20,Goiás,3-1,Sport,1F
1996-08-20,Cruzeiro,2-1,Vitória,1F
1996-08-20,Coritiba,1-0,Atlético Mineiro,1F
1996-08-20,Botafogo,1-1,São Paulo,1F
1996-08-20,Bahia,2-0,Atlético Paranaense,1F
1996-08-22,Santos,1-0,Fluminense,1F
1996-08-24,Bragantino,1-2,Vasco,1F
1996-08-24,Portuguesa,3-1,Atlético Mineiro,1F
1996-08-24,Paraná,3-0,Guarani,1F
1996-08-24,Juventude,2-1,Internacional,1F
1996-08-24,Grêmio,2-2,Vitória,1F
1996-08-24,São Paulo,2-1,Santos,1F
1996-08-24,Atlético Paranaense,0-1,Corinthians,1F
1996-08-24,Sport,3-0,Coritiba,1F
1996-08-24,Criciúma,4-1,Fluminense,1F
1996-08-24,Bahia,1-2,Botafogo,1F
1996-08-24,Goiás,0-0,Palmeiras,1F
1996-08-24,Cruzeiro,2-1,Flamengo,1F
1996-08-28,Flamengo,0-1,Guarani,1F
1996-08-28,Palmeiras,4-1,Paraná,1F
1996-08-28,Vitória,2-1,Goiás,1F
1996-08-28,Juventude,2-3,Criciúma,1F
1996-08-28,Botafogo,0-2,Santos,1F
1996-08-28,Fluminense,1-1,São Paulo,1F
1996-08-28,Vasco,2-1,Portuguesa,1F
1996-08-28,Atlético Mineiro,2-0,Internacional,1F
1996-08-28,Corinthians,2-2,Grêmio,1F
1996-08-28,Coritiba,4-1,Bahia,1F
1996-08-28,Atlético Paranaense,0-0,Cruzeiro,1F
1996-08-28,Bragantino,3-1,Sport,1F
1996-08-30,Guarani,3-1,Fluminense,1F
1996-08-30,Botafogo,0-0,Palmeiras,1F
1996-08-30,Portuguesa,2-0,Bragantino,1F
1996-08-30,Cruzeiro,2-1,Juventude,1F
1996-08-30,Internacional,1-1,Bahia,1F
1996-08-30,Vitória,2-1,Atlético Mineiro,1F
1996-08-30,Vasco,1-1,Grêmio,1F
1996-08-30,São Paulo,1-0,Goiás,1F
1996-08-30,Flamengo,1-0,Atlético Paranaense,1F
1996-08-30,Sport,1-0,Criciúma,1F
1996-08-30,Paraná,0-1,Corinthians,1F
1996-08-30,Coritiba,1-3,Santos,1F
1996-09-04,Bragantino,0-1,Flamengo,1F
1996-09-04,Botafogo,4-1,Coritiba,1F
1996-09-04,Bahia,2-1,Criciúma,1F
1996-09-04,Atlético Paranaense,3-1,Grêmio,1F
1996-09-04,Internacional,3-0,Sport,1F
1996-09-04,Portuguesa,2-2,Vitória,1F
1996-09-04,Fluminense,1-5,Palmeiras,1F
1996-09-04,Corinthians,2-1,Cruzeiro,1F
1996-09-04,Paraná,1-2,Vasco,1F
1996-09-04,Atlético Mineiro,2-1,Goiás,1F
1996-09-04,São Paulo,0-1,Guarani,1F
1996-09-04,Santos,1-1,Juventude,1F
1996-09-07,Atlético Paranaense,2-1,Vasco,1F
1996-09-07,Flamengo,1-1,Corinthians,1F
1996-09-07,Juventude,0-1,Guarani,1F
1996-09-07,Sport,3-0,Botafogo,1F
1996-09-07,Fluminense,2-1,Internacional,1F
1996-09-07,Vitória,4-0,Paraná,1F
1996-09-07,Grêmio,5-0,Atlético Mineiro,1F
1996-09-07,Cruzeiro,4-1,Portuguesa,1F
1996-09-07,Goiás,0-0,Bahia,1F
1996-09-07,Criciúma,0-0,Bragantino,1F
1996-09-07,Coritiba,1-1,São Paulo,1F
1996-09-08,Santos,1-2,Palmeiras,1F
1996-09-14,Bahia,1-2,Cruzeiro,1F
1996-09-14,Bragantino,2-3,Corinthians,1F
1996-09-14,Sport,6-0,Fluminense,1F
1996-09-14,Botafogo,0-2,Flamengo,1F
1996-09-14,Internacional,1-0,São Paulo,1F
1996-09-14,Atlético Mineiro,3-0,Criciúma,1F
1996-09-14,Paraná,0-0,Grêmio,1F
1996-09-14,Guarani,2-0,Coritiba,1F
1996-09-14,Portuguesa,2-0,Atlético Paranaense,1F
1996-09-14,Vasco,4-1,Vitória,1F
1996-09-14,Palmeiras,4-2,Juventude,1F
1996-09-14,Goiás,2-0,Santos,1F
1996-09-18,Santos,2-0,Portuguesa,1F
1996-09-21,Juventude,2-0,Paraná,1F
1996-09-21,Cruzeiro,0-0,Palmeiras,1F
1996-09-21,Atlético Paranaense,1-0,Coritiba,1F
1996-09-21,Internacional,1-2,Grêmio,1F
1996-09-21,Bragantino,0-1,Vitória,1F
1996-09-21,Fluminense,1-0,Goiás,1F
1996-09-21,São Paulo,1-1,Vasco,1F
1996-09-21,Corinthians,0-1,Botafogo,1F
1996-09-21,Flamengo,0-0,Portuguesa,1F
1996-09-21,Guarani,3-2,Criciúma,1F
1996-09-21,Bahia,0-0,Sport,1F
1996-09-21,Santos,0-1,Atlético Mineiro,1F
1996-09-28,Botafogo,5-0,Bragantino,1F
1996-09-28,Coritiba,3-1,Fluminense,1F
1996-09-28,Atlético Mineiro,4-1,Bahia,1F
1996-09-28,Vasco,0-0,Corinthians,1F
1996-09-28,Sport,1-0,Guarani,1F
1996-09-28,Criciúma,1-2,Cruzeiro,1F
1996-09-28,Goiás,1-3,Flamengo,1F
1996-09-28,Paraná,1-4,Atlético Paranaense,1F
1996-09-28,Vitória,0-5,Juventude,1F
1996-09-28,Palmeiras,2-1,São Paulo,1F
1996-09-28,Grêmio,1-0,Portuguesa,1F
1996-09-29,Santos,1-2,Internacional,1F
1996-10-05,Bahia,1-1,Santos,1F
1996-10-05,Internacional,1-1,Botafogo,1F
1996-10-05,Sport,2-1,São Paulo,1F
1996-10-05,Vasco,4-1,Flamengo,1F
1996-10-05,Palmeiras,2-2,Corinthians,1F
1996-10-05,Guarani,3-1,Goiás,1F
1996-10-05,Fluminense,2-2,Atlético Mineiro,1F
1996-10-05,Bragantino,1-0,Paraná,1F
1996-10-05,Criciúma,0-0,Coritiba,1F
1996-10-05,Cruzeiro,2-1,Grêmio,1F
1996-10-05,Atlético Paranaense,3-0,Vitória,1F
1996-10-05,Portuguesa,1-3,Juventude,1F
1996-10-09,Goiás,2-0,Portuguesa,1F
1996-10-09,São Paulo,3-3,Atlético Paranaense,1F
1996-10-09,Palmeiras,2-1,Bragantino,1F
1996-10-09,Juventude,2-1,Vasco,1F
1996-10-09,Paraná,2-0,Cruzeiro,1F
1996-10-09,Fluminense,1-1,Bahia,1F
1996-10-09,Vitória,2-0,Corinthians,1F
1996-10-09,Coritiba,0-1,Internacional,1F
1996-10-09,Botafogo,1-0,Criciúma,1F
1996-10-09,Grêmio,3-1,Flamengo,1F
1996-10-09,Atlético Mineiro,1-0,Guarani,1F
1996-10-09,Santos,1-2,Sport,1F
1996-10-12,Flamengo,1-4,Paraná,1F
1996-10-12,Criciúma,1-1,Santos,1F
1996-10-12,Atlético Paranaense,2-0,Palmeiras,1F
1996-10-12,Goiás,6-3,Internacional,1F
1996-10-12,Grêmio,1-0,Juventude,1F
1996-10-12,Vitória,1-1,Bahia,1F
1996-10-12,Vasco,0-1,Cruzeiro,1F
1996-10-12,Portuguesa,0-0,Sport,1F
1996-10-12,Guarani,2-0,Botafogo,1F
1996-10-12,Atlético Mineiro,2-1,São Paulo,1F
1996-10-12,Bragantino,3-1,Coritiba,1F
1996-10-13,Corinthians,3-1,Fluminense,1F
1996-10-19,Fluminense,3-2,Vasco,1F
1996-10-19,Botafogo,2-3,Goiás,1F
1996-10-19,Bahia,1-2,Grêmio,1F
1996-10-19,Sport,0-0,Atlético Mineiro,1F
1996-10-19,Santos,1-2,Flamengo,1F
1996-10-19,Palmeiras,4-2,Vitória,1F
1996-10-19,Criciúma,2-3,Portuguesa,1F
1996-10-19,Coritiba,1-0,Paraná,1F
1996-10-19,São Paulo,0-0,Corinthians,1F
1996-10-19,Internacional,0-0,Guarani,1F
1996-10-19,Cruzeiro,4-0,Bragantino,1F
1996-10-19,Juventude,0-2,Atlético Paranaense,1F
1996-10-26,Flamengo,1-2,Internacional,1F
1996-10-26,Atlético Mineiro,4-3,Botafogo,1F
1996-10-26,Vasco,2-3,Coritiba,1F
1996-10-26,Portuguesa,2-0,Fluminense,1F
1996-10-26,Vitória,2-0,São Paulo,1F
1996-10-26,Goiás,1-0,Cruzeiro,1F
1996-10-26,Corinthians,0-0,Santos,1F
1996-10-26,Atlético Paranaense,6-2,Sport,1F
1996-10-26,Paraná,2-0,Criciúma,1F
1996-10-26,Guarani,1-0,Bahia,1F
1996-10-26,Grêmio,1-1,Palmeiras,1F
1996-10-26,Bragantino,3-1,Juventude,1F
1996-11-02,Internacional,0-2,Atlético Paranaense,1F
1996-11-02,Sport,3-2,Vitória,1F
1996-11-02,Fluminense,0-2,Paraná,1F
1996-11-02,São Paulo,5-3,Criciúma,1F
1996-11-02,Bahia,1-3,Portuguesa,1F
1996-11-02,Guarani,0-2,Grêmio,1F
1996-11-02,Coritiba,0-1,Goiás,1F
1996-11-02,Cruzeiro,2-1,Atlético Mineiro,1F
1996-11-02,Botafogo,1-2,Vasco,1F
1996-11-02,Juventude,0-2,Corinthians,1F
1996-11-02,Palmeiras,1-0,Flamengo,1F
1996-11-03,Santos,2-2,Bragantino,1F
1996-11-06,Grêmio,4-2,Fluminense,1F
1996-11-06,Paraná,1-1,Botafogo,1F
1996-11-06,Corinthians,0-0,Bahia,1F
1996-11-06,Vitória,2-1,Internacional,1F
1996-11-06,Flamengo,2-1,Sport,1F
1996-11-06,Portuguesa,1-0,Palmeiras,1F
1996-11-06,Juventude,2-2,São Paulo,1F
1996-11-06,Vasco,1-2,Santos,1F
1996-11-06,Cruzeiro,0-0,Coritiba,1F
1996-11-06,Criciúma,3-0,Goiás,1F
1996-11-06,Bragantino,2-2,Atlético Mineiro,1F
1996-11-06,Atlético Paranaense,0-0,Guarani,1F
1996-11-09,Goiás,4-1,Juventude,1F
1996-11-09,Guarani,0-1,Portuguesa,1F
1996-11-09,São Paulo,2-1,Grêmio,1F
1996-11-09,Criciúma,2-1,Palmeiras,1F
1996-11-09,Coritiba,0-0,Flamengo,1F
1996-11-09,Botafogo,0-0,Cruzeiro,1F
1996-11-09,Sport,0-0,Corinthians,1F
1996-11-09,Bahia,4-2,Bragantino,1F
1996-11-09,Fluminense,2-3,Atlético Paranaense,1F
1996-11-09,Internacional,2-1,Paraná,1F
1996-11-09,Atlético Mineiro,5-1,Vasco,1F
1996-11-10,Santos,1-0,Vitória,1F
1996-11-16,Flamengo,3-1,Fluminense,1F
1996-11-16,Corinthians,1-1,Goiás,1F
1996-11-16,Bragantino,3-4,São Paulo,1F
1996-11-16,Juventude,3-5,Botafogo,1F
1996-11-16,Vasco,4-2,Criciúma,1F
1996-11-16,Palmeiras,2-0,Atlético Mineiro,1F
1996-11-16,Cruzeiro,3-1,Sport,1F
1996-11-16,Paraná,2-1,Bahia,1F
1996-11-16,Vitória,0-1,Guarani,1F
1996-11-16,Portuguesa,1-2,Internacional,1F
1996-11-16,Grêmio,0-2,Coritiba,1F
1996-11-17,Santos,3-2,Atlético Paranaense,1F
1996-11-20,Internacional,2-0,Corinthians,1F
1996-11-20,Bahia,3-2,Vasco,1F
1996-11-20,Botafogo,3-3,Vitória,1F
1996-11-20,São Paulo,1-0,Cruzeiro,1F
1996-11-20,Fluminense,1-0,Juventude,1F
1996-11-20,Coritiba,4-0,Portuguesa,1F
1996-11-20,Sport,1-0,Grêmio,1F
1996-11-20,Atlético Mineiro,3-2,Atlético Paranaense,1F
1996-11-20,Goiás,3-0,Bragantino,1F
1996-11-20,Santos,0-3,Paraná,1F
1996-11-20,Criciúma,2-0,Flamengo,1F
1996-11-20,Guarani,1-0,Palmeiras,1F
1996-11-24,Corinthians,1-1,Coritiba,1F
1996-11-24,Portuguesa,4-1,Botafogo,1F
1996-11-24,Palmeiras,4-1,Sport,1F
1996-11-24,Vitória,1-3,Fluminense,1F
1996-11-24,Vasco,0-2,Guarani,1F
1996-11-24,Flamengo,0-1,Bahia,1F
1996-11-24,Paraná,1-1,São Paulo,1F
1996-11-24,Juventude,1-0,Atlético Mineiro,1F
1996-11-24,Grêmio,1-3,Goiás,1F
1996-11-24,Cruzeiro,2-1,Santos,1F
1996-11-24,Atlético Paranaense,1-2,Criciúma,1F
1996-11-24,Bragantino,1-0,Internacional,1F
1996-11-27,Goiás,3-1,Guarani,QF
1996-11-27,Portuguesa,3-0,Cruzeiro,QF
1996-11-28,Atlético Mineiro,3-1,Atlético Paranaense,QF
1996-11-28,Grêmio,3-1,Palmeiras,QF
1996-11-30,Cruzeiro,1-0,Portuguesa,QF
1996-11-30,Guarani,1-0,Goiás,QF
1996-12-01,Atlético Paranaense,1-0,Atlético Mineiro,QF
1996-12-01,Palmeiras,1-0,Grêmio,QF
1996-12-05,Goiás,1-3,Grêmio,SF
1996-12-05,Portuguesa,1-0,Atlético Mineiro,SF
1996-12-08,Grêmio,2-2,Goiás,SF
1996-12-08,Atlético Mineiro,2-2,Portuguesa,SF
1996-12-11,Portuguesa,2-0,Grêmio,F
1996-12-15,Grêmio,2-0,Portuguesa,F
1996-12-15,Grêmio,2-0,Portuguesa,F
1996-12-15,Grêmio,2-0,Portuguesa,F
1996-12-15,Grêmio,2-0,Portuguesa,F
1996-12-15,Grêmio,2-0,Portuguesa,F
1996-12-15,Grêmio,2-0,Portuguesa,F
1996-12-15,Grêmio,2-0,Portuguesa,F
1996-12-15,Grêmio,2-0,Portuguesa,F
1996-12-15,Grêmio,2-0,Portuguesa,F
1996-12-15,Grêmio,2-0,Portuguesa,F
1996-12-15,Grêmio,2-0,Portuguesa,F
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
